1,1,3,1412.52,935.50,1528.78,989.02,1470.65,989.02,0.8579
1,2,3,960.11,978.84,1008.08,1078.90,984.09,1078.90,0.8547
1,3,3,1565.17,928.61,1681.86,979.94,1623.51,979.94,0.8381
1,4,3,1027.81,691.98,1069.68,774.97,1048.74,774.97,0.8182
1,5,3,1018.81,498.69,1056.14,565.38,1037.47,565.38,0.8132
1,6,3,1052.72,1002.31,1108.09,1080.00,1080.41,1080.00,0.8123
1,7,3,948.17,445.00,985.42,511.27,966.80,511.27,0.8011
1,8,3,796.67,177.11,830.04,247.75,813.36,247.75,0.7806
1,9,3,933.73,239.33,964.87,293.13,949.30,293.13,0.7733
1,10,3,953.27,609.94,989.83,682.12,971.55,682.12,0.7705
1,11,3,754.51,0.00,797.29,61.95,775.90,61.95,0.7665
1,12,3,1081.27,316.14,1116.66,380.47,1098.97,380.47,0.7581
1,13,3,1263.74,892.25,1374.87,943.91,1319.30,943.91,0.7569
1,14,3,1106.60,53.54,1136.11,95.68,1121.36,95.68,0.7460
1,15,3,780.73,590.83,823.49,673.56,802.11,673.56,0.7201
1,16,3,702.68,745.73,744.80,838.31,723.74,838.31,0.6180
1,17,3,1222.05,672.24,1264.79,745.67,1243.42,745.67,0.6175
1,18,3,1203.48,536.11,1245.48,621.40,1224.48,621.40,0.6057
2,1,3,1415.61,945.39,1532.38,999.02,1473.99,999.02,0.8688
2,2,3,961.05,979.07,1008.91,1078.14,984.98,1078.14,0.8371
2,3,3,1567.26,936.28,1687.25,988.63,1627.26,988.63,0.8404
2,4,3,1028.49,695.91,1070.63,780.05,1049.56,780.05,0.8201
2,5,3,1019.11,498.60,1056.73,566.50,1037.92,566.50,0.7976
2,6,3,1054.49,1006.81,1110.16,1080.00,1082.32,1080.00,0.8092
2,7,3,947.82,444.15,986.41,510.97,967.12,510.97,0.7797
2,8,3,796.59,187.10,830.44,258.61,813.51,258.61,0.7673
2,9,3,933.69,238.42,965.44,291.15,949.56,291.15,0.7760
2,10,3,955.23,611.51,990.52,680.72,972.87,680.72,0.8012
2,11,3,754.54,0.66,798.65,70.46,776.59,70.46,0.7727
2,12,3,1084.56,331.34,1117.54,384.95,1101.05,384.95,0.7399
2,13,3,1267.59,900.02,1375.49,949.14,1321.54,949.14,0.7959
2,14,3,1106.95,55.97,1136.54,98.85,1121.75,98.85,0.7316
2,15,3,780.80,606.01,823.48,692.35,802.14,692.35,0.8108
2,16,3,700.19,770.41,744.44,858.56,722.32,858.56,0.7504
2,17,3,1223.90,679.68,1266.45,755.00,1245.17,755.00,0.8249
2,18,3,1209.30,557.46,1247.88,627.88,1228.59,627.88,0.6393
3,1,3,1418.55,953.15,1536.64,1008.01,1477.60,1008.01,0.8736
3,2,3,961.63,977.74,1009.41,1076.97,985.52,1076.97,0.8523
3,3,3,1570.68,945.57,1691.89,998.12,1631.29,998.12,0.8471
3,4,3,1030.11,698.93,1072.60,783.12,1051.35,783.12,0.8370
3,5,3,1018.23,498.78,1057.72,567.32,1037.97,567.32,0.7997
3,6,3,1055.92,1011.31,1109.87,1080.00,1082.89,1080.00,0.7923
3,7,3,949.13,443.36,986.85,509.88,967.99,509.88,0.7999
3,8,3,796.21,198.56,830.33,270.67,813.27,270.67,0.7736
3,9,3,935.27,234.74,966.94,289.23,951.10,289.23,0.7483
3,10,3,955.40,608.03,990.95,674.08,973.18,674.08,0.7147
3,11,3,754.18,1.42,801.28,79.26,777.73,79.26,0.7662
3,12,3,1085.75,337.06,1118.67,391.49,1102.21,391.49,0.7676
3,13,3,1268.30,907.61,1376.95,957.11,1322.63,957.11,0.8170
3,14,3,1106.88,58.27,1137.66,102.03,1122.27,102.03,0.7456
3,15,3,780.79,623.55,822.55,708.29,801.67,708.29,0.7621
3,16,3,699.01,786.05,744.19,877.55,721.60,877.55,0.7993
3,17,3,1224.60,683.25,1267.68,761.86,1246.14,761.86,0.7999
4,1,3,1421.80,962.29,1540.38,1017.06,1481.09,1017.06,0.8645
4,2,3,962.35,976.45,1010.51,1076.15,986.43,1076.15,0.8476
4,3,3,1575.06,954.24,1695.11,1007.78,1635.09,1007.78,0.8442
4,4,3,1031.16,700.59,1073.69,784.99,1052.42,784.99,0.8384
4,5,3,1018.89,498.43,1058.09,566.73,1038.49,566.73,0.7982
4,6,3,1057.98,1014.50,1110.26,1080.00,1084.12,1080.00,0.7806
4,7,3,949.89,441.74,987.13,508.95,968.51,508.95,0.8016
4,8,3,796.20,209.59,830.60,280.66,813.40,280.66,0.6232
4,9,3,936.59,234.38,968.67,287.93,952.63,287.93,0.7866
4,10,3,955.32,606.65,992.13,674.70,973.73,674.70,0.7573
4,11,3,753.12,1.32,800.38,87.53,776.75,87.53,0.8035
4,12,3,1084.76,339.52,1119.33,396.88,1102.04,396.88,0.7823
4,13,3,1276.20,916.61,1381.53,967.36,1328.86,967.36,0.7289
4,14,3,1107.97,62.70,1137.45,106.34,1122.71,106.34,0.3154
4,15,3,780.08,641.41,823.46,730.14,801.77,730.14,0.8156
4,16,3,698.01,804.17,744.14,898.64,721.07,898.64,0.8030
4,17,3,1226.53,688.40,1269.38,770.97,1247.95,770.97,0.7418
4,20,3,2.47,1017.93,112.18,1070.31,57.33,1070.31,0.6666
5,1,3,1425.70,971.20,1544.51,1027.44,1485.10,1027.44,0.8623
5,2,3,963.22,973.16,1010.94,1075.85,987.08,1075.85,0.8391
5,3,3,1577.29,963.08,1697.58,1017.10,1637.44,1017.10,0.8457
5,4,3,1032.36,702.00,1073.63,786.27,1052.99,786.27,0.8237
5,5,3,1019.35,498.13,1058.43,566.01,1038.89,566.01,0.8063
5,6,3,1059.09,1018.56,1109.94,1080.00,1084.51,1080.00,0.7697
5,7,3,950.70,439.61,986.82,506.66,968.76,506.66,0.7984
5,8,3,796.18,221.48,831.34,294.94,813.76,294.94,0.7818
5,9,3,936.62,231.60,969.07,285.58,952.84,285.58,0.7783
5,10,3,955.81,605.13,993.03,673.57,974.42,673.57,0.8134
5,11,3,753.29,1.79,799.29,96.25,776.29,96.25,0.7899
5,12,3,1086.20,344.17,1120.72,400.30,1103.46,400.30,0.7649
5,13,3,1272.00,924.64,1381.00,976.64,1326.50,976.64,0.8132
5,14,3,1109.00,66.80,1137.55,109.96,1123.28,109.96,0.3669
5,15,3,779.49,663.01,823.03,751.46,801.26,751.46,0.7974
5,16,3,696.93,823.92,743.14,920.81,720.03,920.81,0.8154
5,17,3,1229.29,698.05,1272.02,777.37,1250.66,777.37,0.6805
5,20,3,0.17,1027.06,103.15,1076.92,51.66,1076.92,0.6758
5,21,3,1095.30,446.95,1127.88,511.57,1111.59,511.57,0.5049
6,1,3,1428.03,980.82,1548.09,1037.15,1488.06,1037.15,0.8549
6,2,3,963.70,971.16,1011.52,1074.10,987.61,1074.10,0.8370
6,3,3,1579.30,972.41,1701.02,1027.15,1640.16,1027.15,0.8480
6,4,3,1032.79,703.59,1075.20,787.65,1054.00,787.65,0.8287
6,5,3,1019.63,497.75,1058.49,565.42,1039.06,565.42,0.8081
6,6,3,1060.58,1022.55,1111.92,1079.71,1086.25,1079.71,0.7521
6,7,3,951.84,438.61,987.25,505.27,969.55,505.27,0.8045
6,8,3,795.38,232.99,831.00,309.38,813.19,309.38,0.7591
6,9,3,936.78,227.62,969.41,284.14,953.09,284.14,0.7488
6,10,3,957.22,605.11,993.65,672.32,975.44,672.32,0.7936
6,11,3,751.57,2.30,799.93,104.92,775.75,104.92,0.7967
6,12,3,1087.60,346.32,1122.27,406.48,1104.93,406.48,0.7618
6,13,3,1270.59,933.47,1379.50,985.11,1325.05,985.11,0.8336
6,14,3,1109.91,69.52,1139.71,113.09,1124.81,113.09,0.6617
6,15,3,779.58,683.48,822.54,773.08,801.06,773.08,0.7897
6,16,3,695.39,843.35,742.75,942.76,719.07,942.76,0.8548
6,17,3,1231.34,705.89,1274.42,784.64,1252.88,784.64,0.7692
6,20,3,0.00,1035.52,93.01,1080.00,46.50,1080.00,0.3751
6,21,3,1095.69,451.10,1130.21,523.33,1112.95,523.33,0.6949
6,18,3,1212.29,588.54,1253.64,654.36,1232.97,654.36,0.5333
7,1,3,1430.93,990.27,1550.68,1047.86,1490.80,1047.86,0.8658
7,2,3,963.71,969.17,1011.71,1072.49,987.71,1072.49,0.8301
7,3,3,1582.93,982.28,1705.63,1036.09,1644.28,1036.09,0.8672
7,4,3,1032.70,705.26,1076.46,792.87,1054.58,792.87,0.8515
7,5,3,1019.43,498.14,1057.95,565.18,1038.69,565.18,0.8194
7,6,3,1061.27,1026.65,1114.94,1080.00,1088.10,1080.00,0.7583
7,7,3,952.07,435.75,987.38,502.56,969.72,502.56,0.7948
7,8,3,795.14,245.29,831.11,322.39,813.12,322.39,0.7772
7,9,3,936.69,226.33,969.19,281.66,952.94,281.66,0.7729
7,10,3,957.50,601.50,993.91,672.24,975.71,672.24,0.8046
7,11,3,750.08,9.93,798.90,114.47,774.49,114.47,0.7714
7,12,3,1088.03,351.50,1123.00,411.50,1105.52,411.50,0.7457
7,13,3,1269.73,941.40,1382.28,993.70,1326.00,993.70,0.8234
7,14,3,1111.10,72.26,1141.49,116.34,1126.30,116.34,0.7180
7,15,3,778.28,701.65,823.51,794.06,800.90,794.06,0.8040
7,16,3,694.42,865.96,742.86,965.57,718.64,965.57,0.8491
7,17,3,1232.07,712.67,1276.81,792.62,1254.44,792.62,0.7903
7,21,3,1097.24,459.14,1133.10,530.21,1115.17,530.21,0.4218
7,22,3,1338.36,864.09,1437.35,913.42,1387.86,913.42,0.5522
7,18,3,1215.40,588.63,1255.66,659.90,1235.53,659.90,0.6679
8,1,3,1433.67,998.73,1553.75,1056.96,1493.71,1056.96,0.8816
8,2,3,964.92,965.68,1013.08,1070.77,989.00,1070.77,0.8332
8,3,3,1588.78,992.35,1710.78,1046.99,1649.78,1046.99,0.8429
8,4,3,1033.26,707.09,1077.32,794.48,1055.29,794.48,0.8391
8,5,3,1019.75,498.14,1058.18,565.05,1038.97,565.05,0.8028
8,6,3,1061.82,1030.52,1116.13,1080.00,1088.97,1080.00,0.7571
8,7,3,952.71,433.77,988.25,499.85,970.48,499.85,0.8061
8,8,3,795.13,258.12,831.20,335.02,813.16,335.02,0.7765
8,9,3,937.16,225.50,969.79,279.73,953.48,279.73,0.7801
8,10,3,957.82,600.20,994.36,672.77,976.09,672.77,0.7812
8,11,3,749.78,12.10,796.47,121.70,773.12,121.70,0.7604
8,12,3,1089.04,356.98,1124.94,416.08,1106.99,416.08,0.7654
8,13,3,1269.78,949.93,1382.26,1002.67,1326.02,1002.67,0.8236
8,14,3,1112.57,76.15,1143.96,119.99,1128.26,119.99,0.7273
8,15,3,777.41,721.35,823.67,817.15,800.54,817.15,0.7778
8,16,3,693.43,885.30,743.45,988.54,718.44,988.54,0.8510
8,17,3,1234.69,720.97,1279.22,802.59,1256.95,802.59,0.7920
8,21,3,1097.22,465.72,1135.15,532.94,1116.19,532.94,0.5599
8,22,3,1340.65,871.92,1439.09,920.62,1389.87,920.62,0.5568
9,1,3,1436.40,1008.68,1557.80,1065.28,1497.10,1065.28,0.8574
9,2,3,964.97,964.27,1013.66,1069.07,989.32,1069.07,0.8370
9,3,3,1591.74,1000.59,1715.21,1056.48,1653.47,1056.48,0.8560
9,4,3,1034.07,708.97,1078.00,794.25,1056.04,794.25,0.8328
9,5,3,1020.18,497.54,1058.75,564.46,1039.47,564.46,0.8056
9,6,3,1063.39,1033.55,1115.43,1079.74,1089.41,1079.74,0.7448
9,7,3,953.60,431.67,988.53,497.99,971.06,497.99,0.7970
9,8,3,795.07,269.07,830.88,349.17,812.97,349.17,0.7761
9,9,3,937.92,225.10,969.45,277.70,953.69,277.70,0.7724
9,10,3,958.43,598.42,993.90,669.20,976.17,669.20,0.7904
9,11,3,748.93,14.94,796.05,132.37,772.49,132.37,0.7832
9,12,3,1090.33,360.16,1125.60,421.18,1107.96,421.18,0.7595
9,13,3,1270.95,958.97,1382.71,1011.87,1326.83,1011.87,0.8296
9,14,3,1113.21,79.06,1144.70,122.76,1128.96,122.76,0.6455
9,15,3,777.80,742.50,822.86,840.01,800.33,840.01,0.7082
9,16,3,693.76,907.59,743.12,1011.44,718.44,1011.44,0.8494
9,17,3,1236.57,727.64,1281.19,809.59,1258.88,809.59,0.8148
9,21,3,1098.52,469.35,1137.88,535.95,1118.20,535.95,0.6862
9,22,3,1343.31,881.40,1440.00,931.71,1391.65,931.71,0.4979
9,18,3,1216.49,606.20,1260.77,674.55,1238.63,674.55,0.5002
10,1,3,1439.82,1018.60,1562.45,1075.83,1501.14,1075.83,0.8665
10,2,3,966.07,961.27,1015.00,1066.11,990.54,1066.11,0.8414
10,3,3,1595.89,1009.56,1719.53,1066.34,1657.71,1066.34,0.8444
10,4,3,1034.52,713.41,1078.76,796.03,1056.64,796.03,0.8152
10,5,3,1020.61,496.78,1059.03,564.05,1039.82,564.05,0.8063
10,6,3,1064.20,1038.25,1114.07,1078.83,1089.14,1078.83,0.6680
10,7,3,954.62,430.84,990.28,495.73,972.45,495.73,0.8144
10,8,3,794.50,282.94,830.70,362.56,812.60,362.56,0.7455
10,9,3,938.47,222.36,969.61,275.68,954.04,275.68,0.7767
10,10,3,959.07,596.46,993.99,665.48,976.53,665.48,0.8128
10,11,3,748.61,20.65,797.90,142.01,773.26,142.01,0.7857
10,12,3,1091.43,367.84,1126.34,426.66,1108.89,426.66,0.7641
10,13,3,1274.96,967.51,1384.73,1020.99,1329.85,1020.99,0.8127
10,14,3,1113.04,82.47,1146.33,126.04,1129.68,126.04,0.7559
10,15,3,778.46,762.79,823.22,863.44,800.84,863.44,0.7031
10,16,3,693.67,928.07,742.15,1034.98,717.91,1034.98,0.8513
10,17,3,1238.70,733.88,1283.07,817.42,1260.89,817.42,0.7866
10,21,3,1101.41,477.88,1140.15,542.00,1120.78,542.00,0.5987
10,22,3,1346.83,889.12,1443.52,940.48,1395.18,940.48,0.4661
10,18,3,1219.22,610.82,1262.45,682.17,1240.84,682.17,0.3788
11,1,3,1443.02,1028.55,1566.55,1080.00,1504.79,1080.00,0.8409
11,2,3,967.54,959.30,1014.83,1063.07,991.18,1063.07,0.8388
11,3,3,1599.37,1020.04,1722.94,1075.67,1661.15,1075.67,0.8509
11,4,3,1035.76,714.69,1079.58,797.84,1057.67,797.84,0.8126
11,5,3,1020.72,495.87,1059.35,563.64,1040.03,563.64,0.8072
11,6,3,1065.23,1042.04,1114.07,1079.29,1089.65,1079.29,0.5476
11,7,3,955.68,429.46,991.31,494.59,973.50,494.59,0.8054
11,8,3,793.83,300.93,830.27,376.56,812.05,376.56,0.7552
11,9,3,939.30,221.30,969.64,273.62,954.47,273.62,0.7282
11,10,3,960.02,594.43,994.74,663.23,977.38,663.23,0.8035
11,11,3,747.92,26.94,797.74,151.74,772.83,151.74,0.7982
11,12,3,1091.94,371.50,1128.52,431.28,1110.23,431.28,0.7545
11,13,3,1274.59,975.73,1385.87,1030.61,1330.23,1030.61,0.8193
11,14,3,1114.39,85.69,1147.04,130.48,1130.71,130.48,0.7008
11,15,3,777.68,786.24,823.46,887.76,800.57,887.76,0.7209
11,16,3,692.91,949.96,742.30,1058.83,717.61,1058.83,0.8617
11,17,3,1241.00,743.91,1285.00,825.61,1263.00,825.61,0.7681
11,21,3,1101.55,480.86,1140.41,553.19,1120.98,553.19,0.5046
11,23,3,777.66,0.93,804.95,27.53,791.31,27.53,0.6803
12,1,3,1446.45,1038.57,1569.40,1080.00,1507.93,1080.00,0.8123
12,2,3,968.06,958.75,1014.94,1061.47,991.50,1061.47,0.8395
12,3,3,1601.91,1030.20,1726.12,1080.00,1664.02,1080.00,0.8443
12,4,3,1036.41,716.35,1079.89,800.61,1058.15,800.61,0.8153
12,5,3,1020.68,495.31,1059.56,563.09,1040.12,563.09,0.8009
12,6,3,1065.79,1045.66,1113.76,1079.17,1089.78,1079.17,0.4329
12,7,3,955.22,427.13,991.58,492.84,973.40,492.84,0.8109
12,8,3,793.39,316.38,830.29,390.70,811.84,390.70,0.7864
12,9,3,939.37,218.57,969.67,271.82,954.52,271.82,0.7733
12,10,3,960.49,591.98,995.24,661.94,977.87,661.94,0.8075
12,11,3,747.39,36.47,796.37,161.06,771.88,161.06,0.8170
12,12,3,1092.93,376.89,1129.29,436.11,1111.11,436.11,0.7734
12,13,3,1274.72,984.61,1386.71,1040.10,1330.71,1040.10,0.8091
12,14,3,1114.98,88.67,1147.53,133.47,1131.26,133.47,0.7220
12,15,3,775.88,808.20,823.44,910.99,799.66,910.99,0.7301
12,16,3,692.15,971.90,740.84,1080.00,716.49,1080.00,0.8505
12,17,3,1243.43,751.27,1287.37,833.26,1265.40,833.26,0.8267
12,21,3,1103.55,488.77,1141.90,561.41,1122.73,561.41,0.6242
12,23,3,775.69,1.57,806.20,35.72,790.94,35.72,0.7193
12,22,3,1353.47,906.78,1453.10,958.42,1403.29,958.42,0.5241
13,1,3,1449.15,1048.30,1573.00,1080.00,1511.07,1080.00,0.7716
13,2,3,968.12,954.75,1015.33,1060.12,991.72,1060.12,0.8438
13,3,3,1605.34,1039.73,1730.08,1080.00,1667.71,1080.00,0.7735
13,4,3,1037.03,717.22,1080.29,803.37,1058.66,803.37,0.8112
13,5,3,1020.25,495.19,1060.10,562.89,1040.17,562.89,0.8005
13,6,3,1067.27,1049.73,1114.62,1078.58,1090.95,1078.58,0.5118
13,7,3,955.74,425.59,992.31,490.82,974.02,490.82,0.8093
13,8,3,792.97,326.01,830.16,404.49,811.57,404.49,0.7865
13,9,3,938.62,216.86,970.24,269.72,954.43,269.72,0.7792
13,10,3,961.12,589.85,995.69,659.17,978.40,659.17,0.8131
13,11,3,746.74,43.73,796.11,170.33,771.43,170.33,0.8178
13,12,3,1093.60,382.30,1130.01,441.34,1111.80,441.34,0.7628
13,13,3,1286.23,994.69,1387.60,1048.10,1336.91,1048.10,0.8110
13,14,3,1116.03,92.55,1148.31,137.15,1132.17,137.15,0.7546
13,15,3,775.40,827.01,823.35,936.16,799.38,936.16,0.3708
13,16,3,691.46,993.53,740.32,1080.00,715.89,1080.00,0.8302
13,17,3,1243.47,755.41,1290.37,841.42,1266.92,841.42,0.8101
13,21,3,1104.24,494.17,1145.42,570.65,1124.83,570.65,0.5279
13,23,3,774.56,1.48,805.66,43.18,790.11,43.18,0.7379
13,22,3,1354.23,917.35,1454.28,970.20,1404.26,970.20,0.6012
13,18,3,1223.39,634.27,1269.27,702.76,1246.33,702.76,0.6748
14,1,3,1453.51,1058.12,1575.50,1080.00,1514.51,1080.00,0.3473
14,2,3,968.23,950.26,1014.90,1057.48,991.56,1057.48,0.8407
14,3,3,1609.63,1050.22,1732.04,1080.00,1670.84,1080.00,0.6651
14,4,3,1037.71,725.14,1080.35,805.11,1059.03,805.11,0.7931
14,5,3,1020.02,494.29,1060.79,562.56,1040.41,562.56,0.8015
14,6,3,1067.76,1053.64,1115.08,1077.27,1091.42,1077.27,0.3416
14,7,3,956.12,422.87,993.13,489.33,974.62,489.33,0.8010
14,8,3,792.56,338.74,830.00,418.70,811.28,418.70,0.7434
14,9,3,938.01,214.82,970.66,267.93,954.33,267.93,0.7608
14,10,3,961.28,588.43,996.56,657.42,978.92,657.42,0.8112
14,11,3,745.92,53.31,796.25,181.23,771.08,181.23,0.8052
14,12,3,1095.33,389.02,1130.50,446.11,1112.92,446.11,0.7533
14,13,3,1279.25,1001.90,1387.44,1057.24,1333.35,1057.24,0.8117
14,14,3,1117.54,95.77,1149.30,140.60,1133.42,140.60,0.7702
14,15,3,775.11,854.73,823.75,962.52,799.43,962.52,0.7858
14,16,3,692.26,1017.16,738.76,1080.00,715.51,1080.00,0.7800
14,17,3,1244.31,765.20,1292.18,850.54,1268.24,850.54,0.7396
14,21,3,1105.25,496.58,1145.96,572.62,1125.60,572.62,0.6047
14,23,3,774.02,6.00,804.11,51.25,789.06,51.25,0.7464
14,22,3,1355.64,924.82,1455.54,978.00,1405.59,978.00,0.6303
15,2,3,969.26,948.84,1015.30,1054.42,992.28,1054.42,0.8247
15,4,3,1038.00,710.25,1082.53,807.55,1060.26,807.55,0.7818
