1,1,3,861.09,734.59,971.33,780.25,916.21,780.25,0.8572
1,2,3,1469.99,422.17,1599.88,473.67,1534.93,473.67,0.8483
1,3,3,702.63,455.53,812.13,500.93,757.38,500.93,0.8408
1,4,3,992.24,832.98,1104.91,885.63,1048.58,885.63,0.8385
1,5,3,954.55,647.54,1062.70,695.66,1008.62,695.66,0.8301
1,6,3,356.64,973.00,408.22,1075.63,382.43,1075.63,0.8267
1,7,3,188.90,749.20,304.43,797.46,246.67,797.46,0.8228
1,8,3,216.47,659.92,332.30,702.83,274.39,702.83,0.8217
1,9,3,61.67,477.84,171.63,525.77,116.65,525.77,0.8098
1,10,3,492.22,383.63,598.35,429.82,545.28,429.82,0.8006
1,11,3,557.68,737.81,670.61,782.78,614.15,782.78,0.7945
1,12,3,1382.48,629.45,1496.55,675.58,1439.52,675.58,0.7895
1,13,3,0.17,380.91,81.99,445.00,41.08,445.00,0.7807
1,14,3,1191.03,839.52,1302.58,884.25,1246.80,884.25,0.7715
1,15,3,6.47,751.31,130.67,797.98,68.57,797.98,0.7561
1,16,3,681.09,653.93,790.54,693.23,735.81,693.23,0.7284
1,17,3,589.94,959.00,692.30,1005.37,641.12,1005.37,0.7116
1,18,3,28.31,929.06,77.42,1045.12,52.87,1045.12,0.5931
2,1,3,866.73,734.54,974.28,780.09,920.51,780.09,0.8614
2,2,3,1451.54,424.37,1579.95,473.07,1515.74,473.07,0.8446
2,3,3,681.70,456.83,792.61,503.02,737.15,503.02,0.8229
2,4,3,987.33,835.34,1101.76,886.37,1044.55,886.37,0.7745
2,5,3,960.93,648.24,1067.92,695.86,1014.42,695.86,0.8246
2,6,3,351.62,973.22,405.70,1075.65,378.66,1075.65,0.8482
2,7,3,189.85,750.53,304.59,797.59,247.22,797.59,0.8241
2,8,3,223.63,660.46,337.57,704.01,280.60,704.01,0.8135
2,9,3,41.70,477.90,153.31,526.22,97.50,526.22,0.8202
2,10,3,476.87,386.12,582.54,431.30,529.71,431.30,0.8033
2,11,3,559.90,738.61,671.19,783.00,615.55,783.00,0.8150
2,12,3,1389.03,626.56,1503.49,675.54,1446.26,675.54,0.8226
2,13,3,0.00,381.08,75.02,447.15,37.51,447.15,0.7520
2,14,3,1186.28,839.73,1293.82,881.83,1240.05,881.83,0.7608
2,15,3,17.97,751.50,129.57,797.46,73.77,797.46,0.7028
2,16,3,693.13,655.97,796.62,694.71,744.87,694.71,0.6559
2,17,3,585.85,964.00,686.69,1006.82,636.27,1006.82,0.7242
2,18,3,23.10,926.70,71.26,1029.86,47.18,1029.86,0.6549
3,1,3,870.68,735.27,979.25,780.27,924.97,780.27,0.8544
3,2,3,1430.04,426.72,1559.38,473.50,1494.71,473.50,0.8308
3,3,3,660.24,458.77,774.31,503.64,717.27,503.64,0.7831
3,4,3,982.08,837.24,1096.83,886.16,1039.46,886.16,0.7911
3,5,3,967.80,648.11,1075.16,695.96,1021.48,695.96,0.8429
3,6,3,346.88,971.26,402.34,1076.22,374.61,1076.22,0.8586
3,7,3,190.23,750.23,305.18,798.03,247.71,798.03,0.8243
3,8,3,232.73,661.06,344.16,703.45,288.45,703.45,0.8303
3,9,3,21.77,479.37,132.44,525.63,77.10,525.63,0.8043
3,10,3,457.69,388.18,564.12,432.72,510.91,432.72,0.8089
3,11,3,563.19,739.55,671.61,783.13,617.40,783.13,0.7996
3,12,3,1396.79,626.74,1511.54,675.78,1454.16,675.78,0.8244
3,13,3,0.00,383.29,66.61,447.08,33.31,447.08,0.7360
3,14,3,1181.87,838.71,1285.80,881.14,1233.83,881.14,0.7649
3,15,3,20.43,751.39,128.46,797.12,74.44,797.12,0.7117
3,16,3,704.46,654.67,805.08,695.01,754.77,695.01,0.7660
