frame_id,track_id,pred_x1,pred_y1,pred_x2,pred_y2,pred_cx,pred_cy_bottom,vx,vy,vw,vh
1,1,78.27,934.95,112.29,988.15,95.28,988.15,0.0,0.0,0.0,0.0
1,2,107.89,877.57,163.65,913.29,135.77,913.29,0.0,0.0,0.0,0.0
1,3,499.57,866.36,528.24,921.3,513.9,921.3,0.0,0.0,0.0,0.0
1,4,34.79,933.74,72.17,992.6,53.48,992.6,0.0,0.0,0.0,0.0
1,5,0.02,947.21,26.27,1005.36,13.14,1005.36,0.0,0.0,0.0,0.0
1,6,624.54,484.17,645.75,523.36,635.14,523.36,0.0,0.0,0.0,0.0
1,7,238.97,840.55,299.76,871.23,269.36,871.23,0.0,0.0,0.0,0.0
1,8,889.19,139.51,905.38,163.59,897.28,163.59,0.0,0.0,0.0,0.0
1,9,87.5,821.0,117.34,877.0,102.42,877.0,0.0,0.0,0.0,0.0
1,10,838.91,88.75,852.53,109.58,845.72,109.58,0.0,0.0,0.0,0.0
1,11,160.41,855.42,229.3,889.55,194.85,889.55,0.0,0.0,0.0,0.0
1,12,619.83,704.32,647.37,754.39,633.6,754.39,0.0,0.0,0.0,0.0
1,13,838.89,609.24,858.56,645.99,848.72,645.99,0.0,0.0,0.0,0.0
1,14,0.04,876.15,34.41,907.77,17.22,907.77,0.0,0.0,0.0,0.0
1,15,834.68,136.96,849.39,161.71,842.03,161.71,0.0,0.0,0.0,0.0
1,16,693.96,96.72,710.98,121.29,702.47,121.29,0.0,0.0,0.0,0.0
1,17,181.35,742.68,236.22,769.72,208.78,769.72,0.0,0.0,0.0,0.0
1,18,29.85,800.64,66.31,842.69,48.08,842.69,0.0,0.0,0.0,0.0
1,19,677.31,287.46,697.24,319.55,687.27,319.55,0.0,0.0,0.0,0.0
1,20,187.93,694.35,244.46,719.1,216.2,719.1,0.0,0.0,0.0,0.0
1,21,174.61,717.88,233.45,745.24,204.03,745.24,0.0,0.0,0.0,0.0
1,22,861.18,93.52,878.83,119.14,870.0,119.14,0.0,0.0,0.0,0.0
1,23,245.53,545.22,291.36,568.27,268.44,568.27,0.0,0.0,0.0,0.0
1,24,198.55,662.87,251.92,687.67,225.24,687.67,0.0,0.0,0.0,0.0
1,25,261.06,486.81,310.5,508.1,285.78,508.1,0.0,0.0,0.0,0.0
1,26,306.06,194.82,349.47,246.53,327.77,246.53,0.0,0.0,0.0,0.0
1,27,327.17,179.29,370.34,196.98,348.76,196.98,0.0,0.0,0.0,0.0
1,28,326.21,286.83,373.19,309.0,349.7,309.0,0.0,0.0,0.0,0.0
1,29,209.73,629.96,266.27,653.99,238.0,653.99,0.0,0.0,0.0,0.0
1,30,0.0,812.05,22.53,853.87,11.27,853.87,0.0,0.0,0.0,0.0
1,31,337.82,266.54,376.24,285.24,357.03,285.24,0.0,0.0,0.0,0.0
1,32,272.83,445.65,323.5,468.53,298.17,468.53,0.0,0.0,0.0,0.0
1,33,724.36,130.9,741.78,162.07,733.07,162.07,0.0,0.0,0.0,0.0
1,34,279.53,426.81,324.25,447.29,301.89,447.29,0.0,0.0,0.0,0.0
2,1,78.27,934.95,112.29,988.15,95.28,988.15,0.0,0.0,0.0,0.0
2,2,107.89,877.57,163.65,913.29,135.77,913.29,0.0,0.0,0.0,0.0
2,3,499.57,866.36,528.24,921.3,513.9,921.3,0.0,0.0,0.0,0.0
2,4,34.79,933.74,72.17,992.6,53.48,992.6,0.0,0.0,0.0,0.0
2,5,0.02,947.21,26.27,1005.36,13.14,1005.36,0.0,0.0,0.0,0.0
2,6,624.54,484.17,645.75,523.36,635.14,523.36,0.0,0.0,0.0,0.0
2,7,238.97,840.55,299.76,871.23,269.36,871.23,0.0,0.0,0.0,0.0
2,8,889.19,139.51,905.38,163.59,897.28,163.59,0.0,0.0,0.0,0.0
2,9,87.5,821.0,117.34,877.0,102.42,877.0,0.0,0.0,0.0,0.0
2,10,838.91,88.75,852.53,109.58,845.72,109.58,0.0,0.0,0.0,0.0
2,11,160.41,855.42,229.3,889.55,194.85,889.55,0.0,0.0,0.0,0.0
2,12,619.83,704.32,647.37,754.39,633.6,754.39,0.0,0.0,0.0,0.0
2,13,838.89,609.24,858.56,645.99,848.72,645.99,0.0,0.0,0.0,0.0
2,14,0.04,876.15,34.41,907.77,17.22,907.77,0.0,0.0,0.0,0.0
2,15,834.68,136.96,849.39,161.71,842.03,161.71,0.0,0.0,0.0,0.0
2,16,693.96,96.72,710.98,121.29,702.47,121.29,0.0,0.0,0.0,0.0
2,17,181.35,742.68,236.22,769.72,208.78,769.72,0.0,0.0,0.0,0.0
2,18,29.85,800.64,66.31,842.69,48.08,842.69,0.0,0.0,0.0,0.0
2,19,677.31,287.46,697.24,319.55,687.27,319.55,0.0,0.0,0.0,0.0
2,20,187.93,694.35,244.46,719.1,216.2,719.1,0.0,0.0,0.0,0.0
2,21,174.61,717.88,233.45,745.24,204.03,745.24,0.0,0.0,0.0,0.0
2,22,861.18,93.52,878.83,119.14,870.0,119.14,0.0,0.0,0.0,0.0
2,23,245.53,545.22,291.36,568.27,268.44,568.27,0.0,0.0,0.0,0.0
2,24,198.55,662.87,251.92,687.67,225.24,687.67,0.0,0.0,0.0,0.0
2,25,261.06,486.81,310.5,508.1,285.78,508.1,0.0,0.0,0.0,0.0
2,26,306.06,194.82,349.47,246.53,327.77,246.53,0.0,0.0,0.0,0.0
2,27,327.17,179.29,370.34,196.98,348.76,196.98,0.0,0.0,0.0,0.0
